acc_now_delinq,acc_open_past_24mths,all_util,annual_inc,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,collections_12_mths_ex_med,delinq_amnt,dti,inq_fi,inq_last_12m,inq_last_6mths,installment,int_rate,last_pymnt_amnt,loan_amnt,max_bal_bc,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_last_delinq,mths_since_rcnt_il,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_acc,open_acc_6m,open_act_il,open_il_12m,open_il_24m,open_rv_12m,open_rv_24m,out_prncp,out_prncp_inv,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,revol_bal,revol_util,tax_liens,tot_coll_amt,tot_cur_bal,tot_hi_cred_lim,total_acc,total_bal_ex_mort,total_bal_il,total_bc_limit,total_cu_tl,total_il_high_credit_limit,total_pymnt,total_pymnt_inv,total_rec_int,total_rec_late_fee,total_rec_prncp,total_rev_hi_lim,delinq_2yrs,bad_loans
0.0,1.0,7.0,70000.0,38703.0,10843.0,6.5,0.0,0.0,0.0,11.76,0.0,1.0,0.0,1065.88,6.07,35071.17,35000.0,530.0,135.0,159.0,46.0,18.0,2.0,79.0,18.0,0.0,2.0,2.0,3.0,13.0,6.0,3.0,19.0,2.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,96.3,0.0,0.0,757.0,6.5,2.0,0.0,193513.0,241182.0,27.0,37789.0,37032.0,11600.0,1.0,44874.0,35059.3707500002,35059.37,59.37,0.0,35000.0,11600.0,0.0,0
0.0,5.0,38.0,74000.0,9821.0,2282.0,43.0,0.0,0.0,0.0,8.81,6.0,2.0,2.0,346.85,15.04,9701.21,10000.0,1718.0,126.0,465.0,4.0,4.0,1.0,6.0,17.0,0.0,1.0,4.0,3.0,8.0,17.0,16.0,31.0,4.0,17.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,93.9,33.3,0.0,8108.0,38.1,0.0,1410.0,127679.0,153596.0,49.0,8108.0,0.0,4000.0,5.0,0.0,10386.552721861999,10386.55,386.55,0.0,10000.0,21300.0,1.0,0
0.0,7.0,65.0,60000.0,2192.0,2670.0,51.5,0.0,0.0,0.0,14.2,1.0,3.0,0.0,358.88,17.47,358.88,10000.0,2830.0,152.0,30.0,11.0,4.0,0.0,64.0,4.0,1.0,1.0,3.0,2.0,2.0,4.0,6.0,6.0,3.0,9.0,0.0,0.0,3.0,9.0,1.0,3.0,2.0,3.0,1.0,4.0,9786.7,9786.7,100.0,0.0,0.0,4469.0,41.4,0.0,0.0,19730.0,30380.0,10.0,19730.0,15261.0,5500.0,0.0,19580.0,349.17,349.17,135.87,0.0,213.3,10800.0,0.0,1
0.0,1.0,51.0,35000.0,1407.0,7.0,99.8,0.0,0.0,0.0,11.9,1.0,1.0,0.0,330.41,21.85,12037.73,12000.0,3993.0,169.0,143.0,47.0,9.0,0.0,28.0,9.0,0.0,1.0,3.0,1.0,2.0,8.0,4.0,6.0,3.0,5.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,78.6,100.0,0.0,5905.0,48.0,0.0,250.0,7034.0,13800.0,14.0,7034.0,1129.0,4000.0,0.0,1500.0,12023.157666666499,12023.16,23.16,0.0,12000.0,12300.0,0.0,0
0.0,14.0,24.0,70000.0,837.0,8852.0,23.0,0.0,0.0,0.0,4.29,3.0,5.0,3.0,81.16,10.41,2523.8,2500.0,1500.0,91.0,138.0,2.0,2.0,0.0,45.0,3.0,0.0,2.0,2.0,4.0,5.0,13.0,12.0,17.0,2.0,13.0,0.0,0.0,9.0,13.0,4.0,1.0,5.0,7.0,4.0,7.0,0.0,0.0,92.3,0.0,0.0,2648.0,7.3,0.0,0.0,10882.0,46900.0,30.0,10882.0,8234.0,11500.0,10.0,8500.0,2522.3546576073,2522.35,22.35,0.0,2500.0,38400.0,0.0,0
0.0,1.0,47.0,130000.0,3556.0,4295.0,37.8,0.0,0.0,0.0,14.7,1.0,2.0,1.0,210.98,16.01,5976.02,6000.0,1409.0,149.0,109.0,37.0,11.0,0.0,21.0,11.0,2.0,2.0,5.0,3.0,5.0,9.0,9.0,14.0,5.0,12.0,0.0,1.0,1.0,12.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,86.4,66.7,1.0,4022.0,34.1,0.0,70.0,35560.0,75152.0,23.0,35560.0,31538.0,6900.0,0.0,63352.0,6181.6604155702,6181.66,181.66,0.0,6000.0,11800.0,1.0,0
0.0,3.0,31.0,60000.0,1910.0,11735.0,22.3,0.0,0.0,0.0,24.04,0.0,0.0,0.0,386.76,9.92,386.76,12000.0,3085.0,148.0,136.0,9.0,3.0,1.0,71.0,3.0,1.0,2.0,2.0,5.0,7.0,10.0,10.0,21.0,2.0,14.0,0.0,0.0,3.0,14.0,1.0,4.0,1.0,1.0,2.0,2.0,11712.44,11712.44,96.8,0.0,0.0,3365.0,14.4,0.0,0.0,26738.0,85624.0,32.0,26738.0,23373.0,15100.0,3.0,62224.0,373.53,373.53,85.97,0.0,287.56,23400.0,0.0,1
0.0,4.0,75.0,65000.0,40877.0,1700.0,5.6,0.0,0.0,0.0,6.91,1.0,1.0,0.0,160.01,9.43,5008.19,5000.0,100.0,15.0,593.0,10.0,6.0,5.0,44.0,15.0,5.0,1.0,1.0,2.0,6.0,1.0,3.0,9.0,1.0,4.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,66.7,0.0,1.0,100.0,5.6,0.0,0.0,163506.0,170301.0,15.0,16688.0,16588.0,1800.0,0.0,20537.0,5002.9457638887,5002.95,2.95,0.0,5000.0,1800.0,0.0,0
0.0,6.0,82.0,120000.0,6434.0,1191.0,84.9,0.0,0.0,0.0,15.04,1.0,1.0,0.0,664.1,11.98,664.1,20000.0,6709.0,184.0,173.0,12.0,7.0,1.0,59.0,7.0,1.0,1.0,4.0,1.0,3.0,8.0,5.0,8.0,4.0,10.0,0.0,0.0,2.0,10.0,0.0,5.0,1.0,3.0,1.0,3.0,19066.5,18828.17,88.2,100.0,0.0,11738.0,58.4,0.0,0.0,64338.0,78150.0,17.0,64338.0,52600.0,7900.0,1.0,58050.0,1301.58,1285.31,368.08,0.0,933.5,20100.0,0.0,0
0.0,9.0,36.0,100000.0,31796.0,2000.0,0.0,0.0,0.0,0.0,20.68,1.0,4.0,1.0,166.03,11.98,166.03,5000.0,0.0,166.0,155.0,1.0,1.0,2.0,53.0,12.0,1.0,0.0,3.0,1.0,2.0,6.0,6.0,8.0,3.0,8.0,0.0,0.0,6.0,8.0,2.0,1.0,1.0,1.0,5.0,6.0,4766.61,4766.61,93.8,0.0,0.0,9764.0,36.4,0.0,0.0,254365.0,281981.0,16.0,48395.0,38631.0,2000.0,0.0,45181.0,325.4,325.4,92.01,0.0,233.39,26800.0,0.0,0
0.0,2.0,61.0,72000.0,2165.0,554.0,98.1,0.0,0.0,0.0,45.0,0.0,0.0,0.0,402.08,12.61,12054.64,12000.0,5431.0,161.0,220.0,18.0,18.0,0.0,15.0,27.0,1.0,13.0,24.0,13.0,14.0,6.0,25.0,27.0,24.0,27.0,0.0,0.0,0.0,27.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,87.9,100.0,0.0,42498.0,82.8,0.0,0.0,58453.0,96163.0,33.0,58453.0,15955.0,28800.0,0.0,44863.0,12037.8333333617,12012.75,37.83,0.0,12000.0,51300.0,2.0,0
0.0,6.0,21.0,120000.0,26330.0,10167.0,5.9,0.0,0.0,0.0,2.93,4.0,9.0,3.0,1209.59,10.9,0.0,37000.0,633.0,66.0,229.0,10.0,1.0,6.0,59.0,1.0,1.0,1.0,1.0,4.0,6.0,3.0,4.0,8.0,1.0,6.0,0.0,0.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,37000.0,37000.0,87.5,0.0,0.0,633.0,5.9,0.0,309.0,157978.0,177530.0,17.0,4258.0,3625.0,10800.0,0.0,9323.0,0.0,0.0,0.0,0.0,0.0,10800.0,0.0,1
0.0,4.0,69.0,42000.0,5440.0,763.0,74.6,0.0,0.0,0.0,16.53,1.0,1.0,1.0,404.79,15.04,404.79,17000.0,2237.0,142.0,149.0,6.0,6.0,3.0,38.0,13.0,0.0,1.0,2.0,1.0,6.0,13.0,2.0,8.0,2.0,4.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,16614.15,16614.15,95.7,0.0,0.0,11117.0,64.3,0.0,0.0,21759.0,31573.0,24.0,21759.0,10642.0,3000.0,5.0,14273.0,781.17,781.17,395.32,0.0,385.85,17300.0,0.0,0
0.0,15.0,49.0,108000.0,4890.0,4921.0,58.6,0.0,0.0,0.0,17.58,1.0,4.0,1.0,138.74,15.04,4008.66,4000.0,4609.0,138.0,336.0,4.0,4.0,2.0,42.0,6.0,1.0,3.0,3.0,4.0,12.0,15.0,15.0,35.0,3.0,17.0,0.0,0.0,5.0,17.0,2.0,2.0,2.0,3.0,3.0,12.0,0.0,0.0,96.2,50.0,0.0,6979.0,19.6,0.0,1656.0,78236.0,123118.0,53.0,78236.0,71257.0,11900.0,0.0,87518.0,4001.9763555556,4001.98,1.98,0.0,4000.0,35600.0,0.0,0
0.0,0.0,60.0,79000.0,42470.0,1413.0,73.3,1.0,0.0,0.0,16.0,0.0,0.0,0.0,384.01,9.43,384.01,12000.0,3887.0,129.0,132.0,28.0,28.0,1.0,12.0,35.0,1.0,1.0,2.0,1.0,6.0,3.0,3.0,11.0,2.0,4.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,11418.3,11418.3,70.0,0.0,0.0,7270.0,72.0,0.0,0.0,169881.0,202904.0,15.0,21125.0,13855.0,5300.0,0.0,25000.0,761.73,761.73,180.03,0.0,581.7,10100.0,4.0,0
0.0,1.0,56.0,58000.0,5411.0,7157.0,54.4,0.0,0.0,0.0,25.97,2.0,2.0,0.0,560.44,20.39,15047.07,15000.0,4412.0,108.0,367.0,3.0,3.0,3.0,15.0,42.0,1.0,3.0,8.0,5.0,9.0,6.0,10.0,20.0,8.0,14.0,0.0,0.0,1.0,14.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,72.4,40.0,0.0,35038.0,67.4,0.0,0.0,75747.0,141714.0,29.0,50627.0,15589.0,15700.0,0.0,38981.0,15030.076916908502,15030.08,30.08,0.0,15000.0,52000.0,1.0,0
0.0,3.0,80.0,36720.0,10807.0,2366.0,59.2,0.0,0.0,0.0,38.69,1.0,2.0,0.0,205.27,14.07,5983.1,6000.0,3309.0,131.0,41.0,21.0,12.0,0.0,39.0,12.0,0.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,5.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,88.9,0.0,0.0,3434.0,59.2,0.0,0.0,43228.0,54076.0,9.0,43228.0,39794.0,5800.0,0.0,48276.0,6183.6842867121995,6183.68,183.68,0.0,6000.0,5800.0,0.0,0
0.0,1.0,60.0,80000.0,15986.0,5445.0,72.5,0.0,0.0,0.0,27.96,1.0,1.0,1.0,393.3,6.71,434.31,20000.0,5499.0,176.0,88.0,24.0,24.0,2.0,56.0,30.0,0.0,3.0,7.0,4.0,4.0,7.0,9.0,9.0,8.0,13.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,1.0,19718.53,19693.88,94.4,50.0,0.0,38408.0,71.5,0.0,0.0,207816.0,268515.0,18.0,101948.0,63540.0,19800.0,5.0,98865.0,419.4,418.88,137.93,0.0,281.47,53700.0,0.0,1
0.0,4.0,73.0,100000.0,2311.0,4639.0,60.4,0.0,0.0,0.0,5.95,3.0,5.0,1.0,549.62,19.42,21171.09,21000.0,5929.0,144.0,293.0,4.0,3.0,2.0,69.0,3.0,0.0,3.0,4.0,5.0,7.0,4.0,6.0,8.0,4.0,7.0,0.0,0.0,3.0,7.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,92.9,0.0,0.0,7406.0,60.2,0.0,0.0,13867.0,18890.0,14.0,13867.0,6461.0,11700.0,1.0,6590.0,21698.0459590524,21698.05,698.05,0.0,21000.0,12300.0,0.0,0
0.0,8.0,54.0,300000.0,76384.0,3720.0,72.4,0.0,0.0,0.0,9.73,1.0,1.0,0.0,836.93,20.39,1711.93,22400.0,4992.0,85.0,91.0,4.0,4.0,1.0,61.0,9.0,0.0,3.0,4.0,4.0,6.0,7.0,6.0,9.0,5.0,9.0,0.0,0.0,4.0,9.0,1.0,2.0,1.0,3.0,3.0,4.0,19728.42,19728.42,100.0,50.0,0.0,182007.0,76.0,1.0,0.0,687458.0,785173.0,17.0,204339.0,22332.0,13500.0,3.0,49173.0,3373.49,3373.49,701.91,0.0,2671.58,218500.0,0.0,1
0.0,6.0,68.0,120300.0,1908.0,1922.0,53.1,1.0,0.0,0.0,11.48,0.0,1.0,0.0,335.07,12.61,9952.86,10000.0,815.0,154.0,195.0,2.0,2.0,0.0,11.0,26.0,2.0,3.0,6.0,7.0,9.0,15.0,13.0,20.0,6.0,27.0,0.0,1.0,4.0,27.0,3.0,13.0,0.0,0.0,4.0,6.0,0.0,0.0,97.1,20.0,0.0,4963.0,53.9,0.0,0.0,47690.0,70526.0,37.0,47690.0,41762.0,4100.0,4.0,60324.0,10280.9193972554,10280.92,280.92,0.0,10000.0,9200.0,1.0,0
0.0,2.0,36.0,55000.0,2825.0,18003.0,28.3,0.0,0.0,0.0,20.58,1.0,0.0,0.0,433.86,10.9,20253.42,20000.0,5136.0,77.0,291.0,5.0,5.0,1.0,30.0,19.0,1.0,5.0,6.0,5.0,7.0,2.0,7.0,11.0,6.0,9.0,0.0,0.0,1.0,9.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,85.7,20.0,0.0,7933.0,25.2,0.0,0.0,25423.0,70099.0,15.0,25423.0,17490.0,25100.0,1.0,38599.0,20241.30703089,20241.31,241.31,0.0,20000.0,31500.0,0.0,0
0.0,5.0,31.0,30000.0,1210.0,4845.0,34.0,0.0,0.0,0.0,25.92,0.0,3.0,1.0,324.61,10.41,10017.78,10000.0,10651.0,50.0,85.0,2.0,2.0,0.0,29.0,50.0,0.0,10.0,15.0,14.0,14.0,1.0,15.0,23.0,7.0,16.0,0.0,0.0,2.0,16.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,92.0,20.0,0.0,16620.0,31.0,0.0,0.0,19366.0,66370.0,24.0,19366.0,2746.0,48450.0,0.0,13220.0,10012.0037500001,10012.0,12.0,0.0,10000.0,53150.0,0.0,0
0.0,5.0,61.0,54000.0,8533.0,466.0,70.9,0.0,0.0,0.0,9.31,6.0,4.0,1.0,71.4,11.98,2077.41,2150.0,707.0,124.0,143.0,15.0,2.0,1.0,26.0,2.0,0.0,2.0,3.0,2.0,10.0,31.0,8.0,20.0,3.0,18.0,0.0,0.0,3.0,18.0,1.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,94.2,50.0,0.0,1391.0,17.4,0.0,519.0,85334.0,78413.0,52.0,85334.0,83943.0,1600.0,17.0,70413.0,2218.7782677419,2218.78,68.78,0.0,2150.0,8000.0,0.0,0
0.0,4.0,52.0,70000.0,5461.0,14920.0,15.7,0.0,0.0,0.0,13.18,2.0,5.0,0.0,184.47,6.71,6017.89,6000.0,1221.0,199.0,172.0,11.0,6.0,0.0,14.0,6.0,0.0,3.0,5.0,3.0,19.0,5.0,10.0,35.0,5.0,13.0,0.0,0.0,2.0,13.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,89.5,0.0,0.0,3136.0,10.3,0.0,0.0,70993.0,105142.0,40.0,70993.0,67857.0,17700.0,0.0,74742.0,6015.653333332801,6015.65,15.65,0.0,6000.0,30400.0,1.0,0
0.0,1.0,55.0,47000.0,3183.0,606.0,64.4,0.0,0.0,0.0,28.35,0.0,3.0,2.0,198.38,24.84,0.0,5000.0,554.0,55.0,121.0,8.0,8.0,0.0,2.0,35.0,1.0,2.0,6.0,3.0,4.0,4.0,8.0,11.0,6.0,10.0,0.0,0.0,1.0,10.0,0.0,2.0,0.0,0.0,1.0,1.0,5000.0,5000.0,92.9,50.0,0.0,2601.0,34.7,0.0,0.0,28649.0,52612.0,15.0,28649.0,26048.0,1700.0,2.0,45112.0,0.0,0.0,0.0,0.0,0.0,7500.0,1.0,1
0.0,3.0,42.0,35000.0,11370.0,16287.0,24.9,0.0,0.0,0.0,30.73,1.0,0.0,0.0,222.35,11.98,10139.28,10000.0,3132.0,145.0,189.0,0.0,0.0,1.0,79.0,24.0,1.0,3.0,3.0,4.0,7.0,11.0,8.0,13.0,3.0,11.0,0.0,0.0,2.0,11.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,95.8,0.0,0.0,5413.0,15.9,0.0,0.0,113704.0,173677.0,25.0,33643.0,28230.0,21700.0,0.0,46627.0,10132.6174167784,10132.62,132.62,0.0,10000.0,34100.0,0.0,0
0.0,5.0,7.0,40000.0,2307.0,38455.0,8.9,0.0,0.0,0.0,23.6,3.0,1.0,1.0,132.82,11.98,3807.09,4000.0,2125.0,150.0,161.0,2.0,2.0,0.0,23.0,6.0,0.0,4.0,8.0,7.0,14.0,12.0,14.0,24.0,8.0,15.0,0.0,0.0,3.0,15.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,97.2,0.0,0.0,3963.0,6.8,0.0,0.0,32302.0,94034.0,36.0,32302.0,28339.0,42200.0,2.0,35534.0,4119.5592990766,4119.56,119.56,0.0,4000.0,58500.0,1.0,0
0.0,5.0,70.0,112445.0,7154.0,16395.0,52.2,0.0,0.0,0.0,10.94,6.0,5.0,0.0,430.43,6.71,13761.33,14000.0,14105.0,160.0,479.0,22.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,7.0,7.0,8.0,13.0,5.0,12.0,0.0,0.0,2.0,12.0,2.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0,87.0,40.0,0.0,18718.0,48.0,0.0,0.0,85849.0,122436.0,23.0,85849.0,64430.0,34300.0,3.0,74646.0,14186.5446545375,14186.54,186.54,0.0,14000.0,39000.0,1.0,0
0.0,11.0,44.0,100700.0,7497.0,42888.0,5.9,0.0,0.0,0.0,14.18,3.0,2.0,1.0,660.81,21.85,24101.97,24000.0,2712.0,143.0,201.0,1.0,1.0,0.0,5.0,3.0,0.0,1.0,1.0,4.0,5.0,19.0,8.0,15.0,1.0,14.0,0.0,0.0,6.0,14.0,3.0,6.0,3.0,7.0,3.0,4.0,0.0,0.0,93.3,0.0,0.0,2712.0,4.2,0.0,0.0,97467.0,178603.0,34.0,97467.0,94755.0,45600.0,9.0,114503.0,24072.8366666669,24072.84,72.84,0.0,24000.0,64100.0,2.0,0
0.0,3.0,65.0,81000.0,20419.0,6779.0,53.6,0.0,0.0,0.0,10.04,0.0,0.0,0.0,294.23,10.9,9108.36,9000.0,5012.0,137.0,232.0,9.0,9.0,5.0,4.0,11.0,0.0,2.0,5.0,3.0,4.0,5.0,7.0,14.0,5.0,9.0,0.0,0.0,3.0,9.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,87.5,50.0,0.0,12299.0,47.1,0.0,0.0,163351.0,229970.0,24.0,29563.0,17264.0,14600.0,1.0,19670.0,9102.906657778001,9102.91,102.91,0.0,9000.0,26100.0,2.0,0
0.0,10.0,77.0,125000.0,29180.0,4515.0,79.9,0.0,0.0,0.0,19.92,0.0,4.0,0.0,1106.07,19.42,30310.4,30000.0,10455.0,139.0,40.0,9.0,9.0,5.0,45.0,9.0,0.0,3.0,4.0,4.0,5.0,15.0,7.0,9.0,4.0,11.0,0.0,0.0,4.0,11.0,0.0,3.0,3.0,5.0,1.0,5.0,0.0,0.0,86.2,75.0,0.0,18548.0,56.7,0.0,211.0,320983.0,354825.0,29.0,105769.0,87221.0,22500.0,2.0,95309.0,30278.0263333327,30278.03,278.03,0.0,30000.0,32700.0,0.0,0
0.0,13.0,70.0,36120.0,39214.0,3200.0,0.0,0.0,0.0,0.0,16.15,2.0,4.0,1.0,483.45,9.92,14797.88,15000.0,0.0,126.0,144.0,1.0,1.0,6.0,36.0,5.0,0.0,0.0,0.0,1.0,5.0,22.0,4.0,12.0,0.0,7.0,0.0,0.0,11.0,7.0,9.0,1.0,6.0,7.0,4.0,4.0,0.0,0.0,97.6,0.0,0.0,0.0,0.0,0.0,0.0,196068.0,209190.0,41.0,28879.0,28879.0,3200.0,17.0,30806.0,15273.0619522225,15273.06,273.06,0.0,15000.0,10700.0,0.0,0
0.0,4.0,46.0,110000.0,1282.0,6607.0,44.5,0.0,0.0,0.0,5.39,0.0,2.0,1.0,192.01,9.43,6008.09,6000.0,3948.0,23.0,272.0,1.0,1.0,3.0,13.0,23.0,2.0,4.0,4.0,5.0,9.0,1.0,5.0,9.0,4.0,6.0,0.0,1.0,3.0,6.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,69.2,0.0,0.0,5293.0,44.5,0.0,0.0,7691.0,16900.0,13.0,7691.0,2398.0,11900.0,0.0,5000.0,6004.9540833333995,6004.95,4.95,0.0,6000.0,11900.0,2.0,0
0.0,3.0,33.0,45000.0,15721.0,20529.0,39.1,0.0,0.0,0.0,28.45,1.0,0.0,0.0,266.82,11.98,12028.95,12000.0,6930.0,122.0,132.0,8.0,8.0,5.0,38.0,17.0,0.0,3.0,3.0,3.0,5.0,8.0,3.0,5.0,3.0,7.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,88.9,33.3,0.0,13171.0,39.1,0.0,0.0,110048.0,174642.0,18.0,49575.0,36404.0,33700.0,3.0,54942.0,12020.961666666599,12020.96,20.96,0.0,12000.0,33700.0,0.0,0
0.0,1.0,53.0,48000.0,3470.0,12377.0,9.2,0.0,0.0,0.0,17.66,1.0,0.0,0.0,743.01,12.61,11892.87,22175.0,323.0,122.0,329.0,14.0,14.0,0.0,30.0,28.0,3.0,1.0,1.0,3.0,5.0,3.0,9.0,18.0,1.0,11.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,81.0,0.0,0.0,323.0,2.9,0.0,250.0,24293.0,55049.0,22.0,24293.0,23970.0,12700.0,0.0,34849.0,22620.345725478903,22620.35,445.35,0.0,22175.0,20200.0,0.0,0
0.0,4.0,70.0,97000.0,7864.0,2500.0,88.0,0.0,0.0,0.0,22.62,0.0,1.0,3.0,259.69,10.41,260.0,8000.0,2916.0,116.0,149.0,5.0,5.0,2.0,3.0,6.0,0.0,3.0,8.0,4.0,5.0,17.0,8.0,15.0,9.0,14.0,0.0,0.0,3.0,15.0,4.0,6.0,2.0,2.0,1.0,1.0,7618.39,7380.32,91.0,100.0,0.0,14857.0,70.0,0.0,0.0,110104.0,133604.0,34.0,110745.0,95247.0,7500.0,0.0,112304.0,515.06,498.96,133.45,0.0,381.61,21300.0,3.0,1
0.0,12.0,59.0,80000.0,12793.0,35545.0,45.5,0.0,0.0,0.0,26.69,6.0,13.0,0.0,934.76,15.04,934.76,26950.0,11285.0,114.0,115.0,4.0,4.0,2.0,40.0,10.0,1.0,5.0,5.0,11.0,12.0,24.0,14.0,20.0,5.0,28.0,0.0,0.0,5.0,28.0,1.0,12.0,1.0,2.0,3.0,8.0,26353.01,26353.01,84.8,27.3,0.0,29655.0,38.5,0.0,0.0,358197.0,416388.0,47.0,109668.0,80013.0,65200.0,0.0,88247.0,889.72,889.72,292.73,0.0,596.99,77100.0,0.0,1
0.0,6.0,74.0,62500.0,2659.0,2475.0,90.7,0.0,0.0,0.0,29.38,1.0,2.0,2.0,184.35,19.42,184.35,5000.0,7581.0,114.0,371.0,2.0,2.0,0.0,47.0,29.0,2.0,10.0,12.0,11.0,16.0,3.0,15.0,29.0,12.0,16.0,0.0,0.0,4.0,16.0,1.0,1.0,0.0,0.0,4.0,6.0,4791.46,4791.46,87.1,50.0,0.0,26077.0,83.0,1.0,0.0,39890.0,53900.0,32.0,39890.0,13813.0,26600.0,0.0,22500.0,363.31,363.31,154.77,0.0,208.54,31400.0,0.0,1
0.0,3.0,53.0,83000.0,4959.0,2775.0,76.9,0.0,0.0,0.0,20.52,0.0,0.0,0.0,373.96,20.39,14442.28,14000.0,6063.0,209.0,159.0,1.0,1.0,0.0,72.0,19.0,0.0,4.0,8.0,5.0,7.0,10.0,10.0,14.0,8.0,13.0,0.0,0.0,1.0,13.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,95.5,60.0,1.0,13364.0,57.9,0.0,0.0,64464.0,92827.0,24.0,64464.0,51100.0,12000.0,0.0,69727.0,14426.4162257104,14426.42,426.42,0.0,14000.0,23100.0,0.0,0
0.0,3.0,70.0,66500.0,4392.0,7103.0,66.0,0.0,0.0,0.0,19.82,1.0,0.0,0.0,703.33,22.9,25461.18,25000.0,10593.0,157.0,64.0,10.0,10.0,0.0,26.0,19.0,0.0,2.0,4.0,6.0,6.0,8.0,9.0,10.0,4.0,13.0,0.0,0.0,2.0,13.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,94.4,33.3,1.0,22429.0,60.9,0.0,0.0,57098.0,81627.0,18.0,57098.0,34669.0,20900.0,2.0,44827.0,25429.3705555562,25429.37,429.37,0.0,25000.0,36800.0,0.0,0
0.0,5.0,90.0,95000.0,10155.0,3875.0,97.0,0.0,0.0,0.0,17.29,0.0,1.0,0.0,140.73,12.61,4223.54,4200.0,4998.0,92.0,149.0,17.0,3.0,1.0,36.0,3.0,0.0,2.0,3.0,5.0,5.0,6.0,3.0,9.0,2.0,6.0,0.0,0.0,1.0,6.0,1.0,3.0,1.0,3.0,0.0,2.0,0.0,0.0,69.0,100.0,0.0,7503.0,90.0,0.0,0.0,60935.0,69783.0,16.0,60935.0,53432.0,7750.0,0.0,61433.0,4220.5986666672,4220.6,20.6,0.0,4200.0,8350.0,0.0,0
0.0,1.0,40.0,60000.0,3025.0,9957.0,52.1,0.0,0.0,0.0,22.43,0.0,0.0,0.0,248.27,7.34,11.22,8000.0,4675.0,154.0,188.0,8.0,8.0,3.0,19.0,40.0,0.0,4.0,6.0,5.0,7.0,7.0,11.0,14.0,6.0,12.0,0.0,1.0,1.0,12.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,90.9,50.0,0.0,13347.0,37.5,0.0,0.0,27222.0,67301.0,24.0,27222.0,13875.0,20800.0,2.0,31701.0,8004.5020530314005,8004.5,4.5,0.0,8000.0,35600.0,1.0,0
0.0,7.0,63.0,125000.0,4472.0,31803.0,19.9,0.0,0.0,0.0,24.56,3.0,3.0,0.0,418.46,19.42,5339.68,11350.0,2833.0,111.0,160.0,11.0,1.0,0.0,65.0,1.0,0.0,9.0,9.0,10.0,12.0,10.0,13.0,19.0,9.0,16.0,0.0,0.0,4.0,16.0,1.0,3.0,3.0,5.0,1.0,2.0,0.0,0.0,96.6,0.0,0.0,7897.0,17.9,0.0,0.0,71545.0,114050.0,29.0,71545.0,63648.0,39700.0,0.0,70050.0,11695.8852337304,11695.89,345.89,0.0,11350.0,44000.0,0.0,0
